"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"200",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"105",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"136",-2.42194729390746,1.33019093881954,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.20834402150865,Inf
"30",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"95",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"179",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"28",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.20834402150865,Inf
"40",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"173",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"88",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,3.2791003041369,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"186",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"42",-2.42194729390746,2.16658255644153,-0.586902311739561,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"99",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
